CAD_1279	 CAD_1247	 CAD_763	 CAD_1284	 CAD_730	 CAD_1419	 CAD_560	 CAD_1392	 CAD_1701	 CAD_1468	 CAD_1090	 CAD_1281	 CAD_1733	 CAD_240	 CAD_968	 CAD_945	 CAD_928	 CAD_1476	 CAD_270	 CAD_447	 CAD_1714	 CAD_437	 CAD_1288	 CAD_1474	 CAD_389	 CAD_989	 CAD_1785	 CAD_1390	 CAD_1976	 CAD_563	 CAD_2306	 CAD_221	 CAD_1213	 CAD_594	 CAD_1541	 CAD_1427	 CAD_2207	 CAD_1235	 CAD_1694	 CAD_1251	 CAD_2218	 CAD_121	 CAD_1211	 CAD_1473	 CAD_499	 CAD_982	 CAD_2196	 CAD_70	 CAD_10	 CAD_1984	 CAD_565	 CAD_916	 CAD_2149	 CAD_272	 CAD_2097	 CAD_2163	 CAD_1980	 CAD_853	 CAD_413	 CAD_2157	 CAD_18	 CAD_894	 CAD_691	 CAD_1897	 CAD_1543	 CAD_782	 CAD_742	 CAD_1647	 CAD_2101	 CAD_153	 CAD_2310	 CAD_1231	 CAD_1961	 CAD_933	 CAD_745	 CAD_2307	 CAD_886	 CAD_1574	 CAD_493	 CAD_2063	 CAD_1515	 CAD_1539	 CAD_1016	 CAD_1758	 CAD_187	 CAD_290	 CAD_2125	 CAD_1782	 CAD_1831	 CAD_2022	 CAD_257	 CAD_117	 CAD_1089	 CAD_144	 CAD_52	 CAD_1905	 CAD_34	 CAD_498	 CAD_1469	 CAD_304	 CAD_1628	 CAD_1129	 CAD_852	 CAD_402	 CAD_762	 CAD_2234	 CAD_1859	 CAD_1418	 CAD_366	 CAD_462	 CAD_472	 CAD_2219	 CAD_1598	 CAD_768	 CAD_1417	 CAD_262	 CAD_307	 CAD_13	 CAD_519	 CAD_513	 CAD_1595	 CAD_57	 CAD_633	 CAD_1958	 CAD_674	 CAD_2337	 CAD_1665	 CAD_233	 CAD_1581	 CAD_359	 CAD_1680	 CAD_450	 CAD_1214	 CAD_2136	 CAD_487	 CAD_296	 CAD_1139	 CAD_1205	 CAD_1094	 CAD_1662	 CAD_1442	 CAD_1593	 CAD_496	 CAD_1928	 CAD_1747	 CAD_1807	 CAD_520	 CAD_1331	 CAD_1405	 CAD_1103	 CAD_2274	 CAD_1512	 CAD_578	 CAD_1099	 CAD_1484	 CAD_1888	 CAD_675	 CAD_357	 CAD_1045	 CAD_1168	 CAD_1731	 CAD_207	 CAD_1953	 CAD_1408	 CAD_2284	 CAD_2079	 CAD_1157	 CAD_1140	 CAD_2075	 CAD_1122	 CAD_1507	 CAD_929	 CAD_43	 CAD_1340	 CAD_549	 CAD_235	 CAD_82	 CAD_952	 CAD_1929	 CAD_649	 CAD_688	 CAD_2160	 CAD_1164	 CAD_1752	 CAD_1262	 CAD_1950	 CAD_322	 CAD_143	 CAD_1406	 CAD_1633	 CAD_53	 CAD_1766	 CAD_943	 CAD_830	 CAD_1031	 CAD_2001	 CAD_488	 CAD_1882	 CAD_2158	 CAD_434	 CAD_22	 CAD_1901	 CAD_132	 CAD_1503	 CAD_295	 CAD_747	 CAD_586	 CAD_1098	 CAD_379	 CAD_669	 CAD_796	 CAD_514	 CAD_1743	 CAD_1040	 CAD_192	 CAD_531	 CAD_191
4.3086	 930590	 673900	 1262600	 1067400	 796110	 99249	 1085200	 960480	 1026200	 740310	 1015500	 1184700	 925840	 929210	 542650	 841980	 948310	 597360	 988960	 331220	 260610	 3702.9	 463740	 1152800	 1600300	 1633500	 668340	 1764700	 1446200	 1377500	 653590	 520980	 1091400	 836950	 1156700	 893230	 695870	 961030	 842910	 1300700	 1445300	 928870	 939500	 1150800	 916950	 1113700	 1135400	 917830	 1410100	 1221400	 1628600	 1364900	 1065900	 2018200	 1668700	 1091200	 910510	 743090	 795770	 527900	 1560500	 766150	 1071000	 1568500	 926930	 1512400	 959810	 841360	 1630600	 1711800	 1083800	 1087500	 791910	 1236500	 990740	 634090	 1533400	 936400	 845830	 875540	 932710	 996350	 1145700	 678680	 761020	 486460	 1038600	 1411800	 839020	 1244100	 1315100	 793580	 1723400	 939980	 593730	 1098600	 854430	 1178900	 696970	 891800	 1414200	 1415100	 979620	 655370	 1469100	 931430	 1061700	 1944700	 929320	 1349000	 1057900	 740900	 826200	 1279600	 1488700	 716470	 700740	 654620	 589800	 1149500	 1267800	 579840	 605620	 1145000	 1318700	 1425000	 797850	 1077400	 845600	 778810	 934670	 660690	 850220	 731060	 825780	 824190	 1157600	 868460	 877460	 1000300	 788850	 995040	 1528600	 327320	 1290500	 1747400	 1564000	 895100	 990910	 1136600	 978750	 1611900	 1117700	 855890	 1187800	 1266400	 1217700	 1280000	 807080	 1192900	 1149600	 977150	 722740	 1092600	 427630	 777380	 1380700	 1535400	 454840	 1605300	 843960	 744160	 1492800	 961620	 932250	 852450	 1603700	 974610	 222730	 1108900	 1145700	 909960	 1651000	 1753800	 1244200	 721500	 1362300	 1276700	 930230	 1479400	 1319200	 970730	 1698300	 1093800	 2545900	 1621000	 1555400	 1836100	 858520	 1160800	 1361700	 1290100	 1495700	 1168600	 1611000	 1366100	 501780	 926460	 1470000	 1040400	 794480	 935270	 1342300	 2025100	 889670	 840880	 586870
4.3092	 933390	 666910	 1251600	 1057300	 789160	 92610	 1088100	 939860	 1021800	 738050	 1008100	 1170600	 925060	 929190	 536850	 835380	 935570	 585230	 990820	 331460	 252300	 6683.3	 447990	 1144100	 1590100	 1614000	 663020	 1756800	 1437400	 1376300	 647310	 520560	 1083500	 832480	 1147700	 877110	 692420	 955020	 855400	 1286400	 1433800	 919620	 935130	 1146100	 908890	 1108500	 1125000	 913430	 1411000	 1212700	 1621300	 1364400	 1057300	 2017600	 1659300	 1082200	 900260	 749710	 782010	 530030	 1547300	 759510	 1077700	 1566800	 917380	 1503200	 951800	 837610	 1612800	 1712700	 1070300	 1076100	 781100	 1230700	 985470	 626970	 1517000	 920410	 846510	 872420	 936780	 996800	 1147300	 680570	 748180	 482210	 1027500	 1403200	 832990	 1234100	 1314400	 791400	 1710200	 938840	 586100	 1090100	 851910	 1174700	 698160	 886230	 1399800	 1413100	 973050	 656420	 1466200	 931410	 1041600	 1929300	 932770	 1345800	 1045300	 718460	 823970	 1275100	 1490800	 712480	 690500	 654250	 581990	 1147300	 1253500	 581560	 594190	 1147200	 1312300	 1418400	 788410	 1065500	 838250	 769400	 928360	 666490	 838660	 713660	 818970	 819700	 1153300	 864240	 875040	 1000300	 775030	 985040	 1523200	 310420	 1285300	 1737000	 1554600	 890260	 984520	 1129000	 970260	 1614500	 1114500	 846930	 1180900	 1253700	 1199200	 1277800	 803450	 1190100	 1147100	 970470	 708500	 1088200	 420120	 773870	 1374500	 1532900	 442730	 1598800	 827150	 742620	 1483400	 949930	 929570	 843760	 1595000	 967440	 215660	 1099800	 1141300	 905950	 1635400	 1754500	 1227800	 698320	 1356900	 1256300	 921820	 1481800	 1306900	 969640	 1690200	 1092100	 2542400	 1603600	 1552500	 1835900	 843860	 1152800	 1367600	 1289700	 1483800	 1157500	 1588300	 1357800	 494270	 925320	 1471600	 1034800	 791850	 934290	 1336300	 2017500	 882560	 836890	 580970
4.3097	 930520	 662480	 1245700	 1048300	 779090	 85948	 1082900	 921120	 1013500	 727520	 1001700	 1161400	 928880	 927060	 526230	 821930	 931380	 582030	 990130	 328280	 245400	 4705.2	 428000	 1141500	 1586800	 1602200	 660770	 1750800	 1419100	 1371700	 636650	 515920	 1079600	 838450	 1134000	 864400	 687430	 945780	 844440	 1276600	 1425100	 917150	 934250	 1146500	 898750	 1114700	 1104500	 909920	 1411700	 1196500	 1610200	 1363600	 1040400	 2015600	 1653600	 1077400	 886990	 746710	 770760	 534810	 1536900	 757000	 1075300	 1562600	 908470	 1499600	 936010	 834430	 1599900	 1715900	 1056100	 1067100	 767940	 1230700	 985040	 619000	 1505900	 904300	 840600	 870000	 930670	 997630	 1142900	 681200	 738070	 488750	 1025100	 1393800	 826080	 1220900	 1309400	 780850	 1698800	 936800	 582400	 1074700	 848660	 1169400	 691120	 881820	 1392500	 1410300	 965360	 654720	 1462900	 932740	 1027800	 1921100	 928480	 1347900	 1031600	 699780	 823330	 1266300	 1486400	 706340	 683550	 655030	 581410	 1137000	 1239000	 583630	 581250	 1147800	 1305900	 1407400	 781740	 1057600	 831860	 764100	 922600	 663750	 827850	 702410	 810410	 816850	 1146800	 863450	 874240	 995530	 765760	 981920	 1517200	 295620	 1280900	 1722500	 1547800	 882230	 973370	 1119000	 968490	 1610100	 1108500	 842640	 1175000	 1246200	 1179200	 1275900	 798090	 1174800	 1139700	 959650	 704710	 1090100	 410280	 771440	 1366700	 1527900	 424400	 1596900	 814630	 740130	 1478400	 942240	 917690	 840960	 1583600	 963460	 208640	 1090900	 1146300	 902220	 1621600	 1752900	 1218300	 683500	 1355800	 1240300	 909200	 1480500	 1297700	 962120	 1686000	 1095900	 2535100	 1591000	 1552500	 1832900	 830930	 1157700	 1376500	 1293000	 1479800	 1147000	 1565900	 1341800	 486760	 924770	 1472300	 1029200	 796480	 926730	 1325400	 2016800	 877320	 832390	 578220
4.3102	 914530	 662080	 1243800	 1036800	 770640	 74625	 1072700	 902100	 1005200	 714000	 993640	 1153500	 927030	 914130	 515890	 810750	 929080	 582990	 991210	 322600	 245510	 6658	 418470	 1132700	 1586900	 1598500	 659230	 1738900	 1397700	 1364300	 622780	 512010	 1076300	 838960	 1124700	 856660	 682950	 935930	 817020	 1273400	 1416300	 916110	 937240	 1142900	 887320	 1119100	 1090200	 906240	 1403000	 1189400	 1606700	 1365600	 1028100	 2010200	 1644100	 1073800	 873280	 737310	 766440	 532270	 1528200	 755840	 1066600	 1550900	 901360	 1495700	 916280	 834020	 1590800	 1724400	 1041700	 1065400	 756790	 1234000	 981940	 614500	 1497900	 898950	 837060	 865310	 916890	 995430	 1139900	 677590	 740770	 494930	 1020800	 1386700	 813080	 1210000	 1302600	 771640	 1693100	 936030	 580050	 1060700	 841540	 1162000	 678270	 875870	 1393600	 1404900	 953640	 649630	 1462800	 928080	 1019900	 1918200	 923420	 1357100	 1018700	 689710	 822520	 1259700	 1474900	 704450	 676970	 650680	 583180	 1119100	 1229300	 582150	 570560	 1148700	 1295600	 1388000	 779870	 1051600	 824320	 767040	 917410	 657470	 818040	 696490	 805090	 810090	 1140800	 868130	 864120	 988390	 758730	 976500	 1507000	 291810	 1278500	 1717200	 1544200	 866880	 967950	 1106800	 963200	 1597700	 1098400	 834640	 1168700	 1252500	 1165600	 1274600	 792680	 1161600	 1127300	 952170	 707160	 1091500	 404550	 762830	 1357800	 1520000	 412060	 1595900	 810550	 731250	 1472800	 940670	 905520	 835530	 1576600	 961500	 207460	 1080500	 1148800	 898130	 1608200	 1745700	 1208400	 679730	 1352600	 1239800	 894780	 1477500	 1288600	 962390	 1684500	 1100900	 2534000	 1585300	 1555800	 1824500	 828880	 1158700	 1378500	 1294500	 1476600	 1137600	 1551400	 1329300	 484280	 919530	 1464900	 1016500	 798950	 918920	 1306100	 2016800	 874990	 825210	 571710
4.3108	 897190	 668510	 1240300	 1019100	 763930	 64353	 1061400	 891740	 1005200	 707070	 982560	 1144300	 921970	 898010	 512000	 805960	 921670	 579980	 992370	 319190	 245320	 16674	 412930	 1119700	 1589800	 1595200	 659490	 1724400	 1381600	 1357500	 616510	 515660	 1077400	 831280	 1115700	 845650	 681070	 930780	 790400	 1272000	 1410300	 921770	 933040	 1134600	 877900	 1120800	 1085400	 901040	 1391200	 1185000	 1607500	 1366500	 1026100	 2010300	 1631400	 1068800	 858080	 727560	 771770	 525310	 1514200	 752230	 1056700	 1531200	 896770	 1498300	 904850	 831690	 1581700	 1724200	 1037300	 1053700	 748340	 1233300	 973690	 615310	 1497400	 899490	 834400	 863240	 904500	 987210	 1135700	 673440	 736090	 497870	 1007300	 1378200	 804740	 1202800	 1292800	 763550	 1688000	 926440	 575110	 1046600	 833580	 1152800	 674130	 867550	 1394200	 1401400	 945870	 644930	 1458400	 922600	 1014900	 1913600	 920750	 1356900	 1011200	 690740	 813060	 1254400	 1465300	 705390	 666120	 643000	 582780	 1115500	 1216600	 572630	 553920	 1143300	 1287000	 1373000	 784530	 1048900	 821390	 773630	 909790	 656320	 810270	 691150	 809760	 801120	 1133000	 867980	 845430	 978550	 755460	 967170	 1496500	 290380	 1276900	 1712900	 1544200	 855180	 964450	 1094500	 956230	 1587100	 1086000	 830420	 1163500	 1257400	 1151800	 1274000	 788820	 1160900	 1120600	 948030	 705000	 1087600	 405260	 756150	 1345700	 1513400	 407620	 1593900	 808370	 726140	 1456700	 934700	 903130	 819670	 1566600	 958880	 204220	 1076600	 1143100	 898900	 1596300	 1733900	 1197800	 683820	 1349200	 1236400	 887820	 1465500	 1280800	 966090	 1682800	 1102800	 2531600	 1590000	 1546400	 1811600	 830480	 1155100	 1371700	 1291600	 1474400	 1127200	 1544700	 1324600	 483240	 907300	 1456300	 1003200	 796940	 918840	 1298000	 2008400	 873570	 823080	 565370
4.3114	 889200	 678260	 1233300	 1003100	 760010	 58709	 1053600	 887530	 1001900	 698320	 979610	 1140900	 922370	 891180	 518380	 801370	 907290	 577260	 996760	 315110	 245900	 19616	 410220	 1110100	 1588700	 1587300	 659270	 1717400	 1363200	 1352200	 615970	 523170	 1079200	 829550	 1104600	 837280	 675710	 926200	 773770	 1264900	 1407600	 927310	 920580	 1124800	 868140	 1120400	 1086100	 892050	 1380700	 1182100	 1606800	 1362900	 1026500	 2006600	 1621300	 1065300	 849590	 721860	 784740	 521810	 1498600	 754050	 1050300	 1515900	 893410	 1501400	 899180	 825590	 1575900	 1715700	 1036600	 1037900	 744090	 1228100	 966070	 616270	 1506800	 898560	 825810	 865210	 895040	 971840	 1123400	 664900	 722260	 490260	 995550	 1372000	 800050	 1200000	 1288300	 752400	 1678600	 914280	 570650	 1037000	 830540	 1150500	 671110	 854890	 1391700	 1403800	 945930	 641460	 1444800	 916440	 1009300	 1911200	 920420	 1347700	 1010200	 693030	 802480	 1248400	 1458600	 710080	 657730	 631830	 581320	 1120200	 1207300	 564740	 537960	 1133300	 1283600	 1360100	 788380	 1040300	 819580	 773020	 901090	 661410	 806010	 685130	 819150	 796770	 1125800	 857840	 831820	 971430	 761740	 956640	 1489700	 287970	 1265400	 1704400	 1543400	 846670	 959650	 1095300	 952950	 1581100	 1082200	 834740	 1159000	 1258400	 1145200	 1269900	 789180	 1168100	 1124000	 941120	 699330	 1079400	 405750	 747070	 1337700	 1503100	 403340	 1587200	 804040	 720700	 1441900	 931960	 907030	 796530	 1561900	 954490	 194900	 1074700	 1131000	 904080	 1590500	 1724200	 1190600	 684890	 1343500	 1230600	 884500	 1451700	 1280100	 958440	 1679100	 1089500	 2522600	 1592400	 1529500	 1800200	 823860	 1145800	 1359700	 1283300	 1476800	 1123400	 1535900	 1323600	 484070	 901390	 1453900	 997700	 789630	 913060	 1294000	 1998800	 870510	 822110	 567470
4.3119	 890670	 685540	 1226300	 993270	 754630	 57760	 1046100	 883240	 997520	 689100	 985220	 1144200	 925640	 890110	 524540	 793160	 896800	 575710	 1004500	 319670	 246960	 8337	 408360	 1096700	 1585600	 1581700	 654630	 1720000	 1351300	 1342300	 610210	 520780	 1074800	 831440	 1102100	 835600	 667640	 919340	 763220	 1264600	 1397000	 925630	 909010	 1117700	 851070	 1110900	 1086700	 885050	 1371100	 1178400	 1605700	 1360800	 1022600	 2005200	 1612900	 1064800	 853460	 720900	 788240	 519300	 1494700	 761760	 1046900	 1507600	 891320	 1495500	 901140	 824830	 1580000	 1707600	 1035100	 1030500	 738120	 1223400	 962880	 614700	 1507400	 899430	 817770	 855510	 885520	 958560	 1112100	 656920	 715490	 476450	 986540	 1362400	 794780	 1199600	 1294700	 749360	 1666400	 900280	 569910	 1035200	 830360	 1151800	 665030	 836770	 1384100	 1401500	 941810	 633960	 1433800	 903600	 1007900	 1908300	 923430	 1333900	 1004100	 685920	 797490	 1244400	 1455200	 712070	 653970	 627570	 578540	 1125000	 1202100	 565500	 539260	 1122100	 1286100	 1357700	 780130	 1023900	 817660	 769150	 893630	 662860	 801510	 678560	 821660	 795840	 1116200	 841400	 830630	 966260	 770970	 953200	 1490400	 281710	 1250100	 1695400	 1540500	 836530	 955000	 1104900	 950660	 1578800	 1076000	 833900	 1155200	 1257000	 1144500	 1263100	 787220	 1169800	 1123200	 939210	 694080	 1071400	 409000	 727750	 1336600	 1488600	 390400	 1578300	 804860	 710820	 1437000	 931190	 911220	 774630	 1560300	 953510	 190840	 1073900	 1117700	 909910	 1586400	 1716900	 1190100	 684240	 1339200	 1225500	 875520	 1445100	 1276900	 943220	 1674300	 1066700	 2516200	 1583800	 1513400	 1790900	 808820	 1132900	 1341600	 1274600	 1472100	 1125600	 1524200	 1317000	 489700	 901980	 1452200	 996640	 781750	 909060	 1288000	 1988000	 867970	 819200	 572240
4.3125	 888590	 683230	 1221400	 987340	 748660	 53671	 1044000	 878130	 999070	 685330	 983460	 1147200	 923640	 889260	 520570	 785140	 891830	 575540	 1008000	 332940	 249430	 -2909	 406980	 1081500	 1580100	 1577200	 647330	 1726700	 1347500	 1332100	 597680	 518510	 1066800	 833120	 1100700	 838410	 657490	 911140	 752460	 1270200	 1385700	 921370	 903620	 1116100	 838680	 1101400	 1089400	 877380	 1358800	 1164600	 1603000	 1358600	 1017600	 2009100	 1596100	 1060700	 863610	 720880	 778340	 518190	 1501600	 766620	 1040500	 1496300	 885110	 1478700	 898080	 824240	 1590200	 1697300	 1029900	 1028400	 738950	 1228800	 956600	 613420	 1504300	 902710	 814690	 845780	 877650	 952840	 1106100	 652550	 719580	 459790	 973390	 1348100	 790960	 1194300	 1299100	 744270	 1647400	 887210	 570720	 1034100	 819540	 1150200	 658620	 823480	 1382000	 1395700	 928000	 621650	 1433200	 889300	 1005900	 1902000	 928640	 1327600	 995980	 679680	 794580	 1241400	 1455400	 709740	 650590	 631850	 573840	 1124900	 1199200	 572070	 550360	 1111700	 1285500	 1353300	 770960	 1013000	 814760	 767850	 883130	 660890	 798480	 674500	 820230	 797880	 1104500	 828900	 828720	 964310	 768010	 950630	 1489700	 272570	 1241300	 1688000	 1539500	 835480	 947650	 1111700	 948860	 1569100	 1066300	 833670	 1153500	 1247500	 1143900	 1258300	 782430	 1164600	 1107800	 941880	 695380	 1063600	 405980	 714180	 1335400	 1480000	 381580	 1571000	 806000	 696840	 1437100	 932950	 907600	 767050	 1556900	 952370	 186970	 1074500	 1102500	 912440	 1570300	 1716900	 1197900	 685980	 1333900	 1221200	 861390	 1445100	 1271100	 933370	 1668400	 1050500	 2507800	 1572700	 1503700	 1779500	 798750	 1123600	 1329000	 1263200	 1461600	 1123600	 1512600	 1306500	 486820	 903600	 1444000	 995710	 776360	 906130	 1281000	 1976100	 859390	 814060	 577550
4.313	 881650	 678420	 1215500	 981910	 746500	 51857	 1044100	 873410	 1009100	 683690	 970050	 1147600	 921850	 890120	 516030	 780230	 889870	 575430	 1007600	 336420	 243250	 -6304.2	 409860	 1072100	 1569500	 1570600	 643660	 1723600	 1335500	 1326800	 581930	 521220	 1055600	 828560	 1091700	 838410	 651710	 901900	 746430	 1265100	 1378400	 918250	 904000	 1122700	 836240	 1093200	 1090300	 870210	 1350500	 1151600	 1598000	 1362100	 1012700	 2005900	 1578900	 1054600	 872760	 717770	 767010	 512070	 1508400	 761220	 1030300	 1484300	 877900	 1466500	 890770	 827210	 1595400	 1680300	 1017300	 1026200	 738960	 1232700	 950050	 608310	 1501700	 906590	 813820	 843500	 879470	 956310	 1097400	 655650	 721700	 448250	 963450	 1335300	 785350	 1187000	 1294300	 731710	 1634600	 888400	 571210	 1030300	 810780	 1141900	 658090	 822870	 1383600	 1389400	 910830	 614800	 1438400	 880340	 987630	 1897400	 928780	 1325600	 991280	 671120	 789720	 1233700	 1454200	 705450	 644450	 634190	 565380	 1113300	 1197400	 577860	 556300	 1093900	 1275800	 1339000	 766130	 1015200	 817700	 758990	 879650	 660510	 799350	 669550	 816750	 790220	 1094700	 829910	 827970	 964450	 759190	 949390	 1483000	 265410	 1239000	 1685900	 1534000	 838140	 934840	 1114100	 948500	 1554500	 1064500	 832070	 1149600	 1240200	 1149400	 1253500	 780620	 1156700	 1093900	 937880	 694510	 1062700	 397920	 719920	 1334900	 1473000	 381340	 1565600	 800270	 687590	 1436000	 928680	 893330	 760800	 1545100	 953900	 184180	 1074900	 1092000	 905030	 1560400	 1715400	 1205400	 684260	 1326400	 1217100	 852640	 1440000	 1265600	 933030	 1658500	 1040100	 2500900	 1565100	 1501900	 1773000	 799220	 1117800	 1322800	 1253400	 1457200	 1116900	 1506100	 1297300	 477330	 905080	 1428000	 991670	 774820	 897820	 1282500	 1967900	 842070	 810400	 582260
4.3136	 878400	 672350	 1208300	 973240	 750330	 48895	 1042700	 871520	 1014700	 680870	 971670	 1139700	 917990	 896010	 515360	 782420	 892890	 571900	 1009700	 330700	 236350	 -14933	 417780	 1073000	 1560100	 1561900	 644220	 1718100	 1320400	 1323700	 567530	 516020	 1045600	 820500	 1077600	 836660	 648930	 900540	 746130	 1253400	 1375800	 910600	 905300	 1132300	 841280	 1081700	 1081800	 867950	 1343300	 1144800	 1600600	 1368300	 1005400	 2009100	 1569300	 1045600	 874320	 704260	 753940	 504340	 1507700	 753520	 1018700	 1473300	 876630	 1466900	 888010	 831530	 1592400	 1673100	 1005000	 1020400	 728430	 1224100	 953580	 603050	 1497700	 907240	 818580	 836880	 878750	 969240	 1092100	 654020	 711410	 450470	 963990	 1322700	 780780	 1178400	 1286400	 721720	 1626600	 894330	 564160	 1025800	 817300	 1136000	 664350	 828350	 1380400	 1379400	 900140	 614860	 1435800	 873700	 965900	 1886600	 925240	 1317600	 986860	 660950	 783150	 1225700	 1445500	 707260	 637620	 634230	 556780	 1098600	 1188200	 574480	 553760	 1080400	 1266500	 1324800	 760040	 1019000	 819300	 746930	 872900	 660900	 796470	 664670	 807840	 778260	 1093400	 836300	 824060	 963030	 752510	 947150	 1471200	 263540	 1236300	 1686900	 1526300	 837400	 921620	 1113700	 943330	 1549500	 1063700	 834050	 1148600	 1234600	 1153700	 1240400	 784550	 1150800	 1085200	 930420	 683140	 1064600	 393350	 734210	 1337200	 1470700	 382320	 1558200	 793560	 683840	 1432300	 917620	 876600	 748230	 1528900	 955870	 179800	 1082500	 1088600	 897800	 1558400	 1709200	 1201500	 679740	 1312900	 1215900	 851720	 1432200	 1255200	 935670	 1643600	 1031400	 2500000	 1555400	 1500700	 1775500	 803120	 1104100	 1317800	 1254400	 1456200	 1115600	 1504300	 1287800	 475540	 905870	 1416300	 994760	 776360	 894580	 1289300	 1970000	 828530	 812450	 577510
4.3141	 879050	 663030	 1203800	 967010	 744130	 47121	 1030600	 870010	 1018100	 683030	 985230	 1124600	 911720	 899830	 514230	 783890	 896010	 560220	 1015400	 316440	 234190	 -24929	 417540	 1078800	 1562600	 1553700	 642850	 1717100	 1311900	 1319800	 565560	 509870	 1043700	 810850	 1075400	 831170	 645150	 901440	 748480	 1248900	 1379600	 902150	 908160	 1132000	 845540	 1065300	 1064900	 864680	 1339300	 1144200	 1608100	 1367900	 999720	 2015700	 1567100	 1031800	 868020	 697690	 747080	 494870	 1509800	 744500	 1011700	 1459500	 876520	 1473800	 882490	 825530	 1581800	 1677200	 994440	 1007100	 716830	 1214900	 957750	 600470	 1494300	 906270	 820840	 829030	 874720	 975700	 1092500	 649520	 699690	 457540	 966160	 1313100	 784580	 1167500	 1274100	 718110	 1614300	 892140	 556260	 1021100	 828990	 1134600	 669290	 827980	 1377000	 1376000	 9e+05	 614130	 1433200	 866120	 956640	 1878500	 929790	 1306000	 981800	 648840	 780630	 1227200	 1434500	 713790	 637670	 637200	 559150	 1093600	 1175500	 569930	 549900	 1072600	 1262400	 1323300	 755860	 1017200	 811530	 739820	 867760	 656090	 796630	 672030	 801250	 772590	 1089700	 839690	 818710	 954900	 747250	 942250	 1459500	 265720	 1237500	 1686500	 1522400	 833600	 915440	 1106700	 939010	 1549000	 1060400	 841130	 1150500	 1233000	 1150100	 1225200	 783570	 1144500	 1084600	 927460	 666740	 1060200	 389670	 737330	 1336700	 1470600	 376390	 1549800	 789740	 685790	 1431600	 912740	 870640	 737060	 1515600	 945660	 169600	 1088900	 1086300	 887580	 1547200	 1704400	 1190500	 667140	 1301900	 1220800	 853840	 1419400	 1239200	 936380	 1632600	 1028300	 2499100	 1546500	 1495100	 1775600	 803940	 1095400	 1315500	 1251800	 1451300	 1115300	 1503600	 1280900	 479900	 905150	 1416200	 995760	 769870	 897300	 1285500	 1970200	 821510	 811750	 564150
4.3147	 877910	 651540	 1198900	 958010	 733940	 39067	 1018300	 858130	 1017800	 679210	 986110	 1116000	 905900	 891210	 515760	 780600	 890140	 546400	 1012200	 298050	 230760	 -22541	 409120	 1077200	 1569000	 1554100	 634290	 1711800	 1304300	 1313800	 569490	 500390	 1040300	 801050	 1073700	 822940	 639910	 900440	 745840	 1246300	 1375200	 900010	 907500	 1121400	 841830	 1054400	 1053700	 854510	 1337200	 1143100	 1606500	 1364600	 999460	 2017700	 1564800	 1025400	 857000	 704580	 747680	 482450	 1510400	 740180	 1003300	 1447900	 875430	 1481000	 873040	 814530	 1568400	 1678300	 977890	 995890	 716150	 1217500	 959300	 592280	 1493400	 899710	 816420	 829080	 865670	 974940	 1086600	 639920	 691710	 455810	 963060	 1309500	 788920	 1163000	 1262800	 714220	 1599300	 887880	 548990	 1015000	 835240	 1127500	 672280	 823530	 1375700	 1373400	 900850	 613730	 1429100	 863140	 950730	 1878500	 935880	 1301300	 968030	 637370	 772850	 1226200	 1432700	 716190	 637550	 641870	 558490	 1092800	 1166400	 571670	 546490	 1068600	 1261800	 1328900	 749710	 1016000	 803220	 738970	 866290	 645110	 803420	 673340	 798170	 771170	 1084200	 840440	 816260	 944990	 739360	 939780	 1454400	 263180	 1237900	 1686300	 1522400	 830900	 916100	 1098400	 936990	 1543800	 1061600	 843310	 1153800	 1234800	 1144300	 1222700	 771890	 1140500	 1089800	 928000	 658060	 1056000	 395360	 731420	 1335400	 1470000	 367850	 1542400	 782230	 685080	 1438100	 911070	 867720	 728890	 1510400	 928120	 162610	 1086800	 1080400	 873570	 1540200	 1702800	 1181400	 652410	 1290500	 1220300	 857500	 1410300	 1231100	 931560	 1628000	 1030700	 2489500	 1537500	 1486800	 1771400	 794160	 1092000	 1313400	 1242100	 1442600	 1107600	 1501600	 1272000	 477530	 900600	 1411600	 986940	 765290	 898170	 1279300	 1958500	 818040	 802630	 553650
